,gender,disability,age_band,SES,highest_education,studied_credits,code_module,final_result
21142,F,N,0-35,low,Lower Than A Level,0-59,EEE,Fail
21143,M,N,35-55,high,Lower Than A Level,0-59,EEE,Pass
21144,M,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21145,M,N,0-35,high,Post Graduate Qualification,0-59,EEE,Fail
21146,F,N,0-35,low,A Level or Equivalent,0-59,EEE,Fail
21147,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21148,M,N,35-55,high,Lower Than A Level,60-65,EEE,Pass
21149,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21150,M,N,35-55,high,A Level or Equivalent,0-59,EEE,Pass
21151,M,N,35-55,low,HE Qualification,0-59,EEE,Fail
21152,M,Y,0-35,low,A Level or Equivalent,0-59,EEE,Pass
21153,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21154,M,N,35-55,high,Lower Than A Level,More than 65,EEE,Fail
21155,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21156,M,N,0-35,low,A Level or Equivalent,0-59,EEE,Pass
21157,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Fail
21159,F,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21160,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21162,M,Y,0-35,high,Lower Than A Level,60-65,EEE,Pass
21164,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21165,M,N,35-55,low,A Level or Equivalent,0-59,EEE,Pass
21166,F,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21168,M,Y,0-35,high,Lower Than A Level,More than 65,EEE,Pass
21169,F,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21171,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21172,M,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21173,F,Y,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21175,M,N,35-55,high,Lower Than A Level,0-59,EEE,Pass
21176,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21178,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21179,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21183,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21184,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21185,M,N,0-35,low,A Level or Equivalent,0-59,EEE,Fail
21188,M,N,35-55,low,Lower Than A Level,0-59,EEE,Fail
21189,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21190,M,N,35-55,high,Lower Than A Level,More than 65,EEE,Pass
21191,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21192,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21194,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21195,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21196,F,N,0-35,high,HE Qualification,0-59,EEE,Pass
21197,M,Y,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21198,F,N,35-55,high,HE Qualification,60-65,EEE,Pass
21199,M,N,35-55,low,Lower Than A Level,0-59,EEE,Pass
21200,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21201,M,N,35-55,low,HE Qualification,60-65,EEE,Pass
21203,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21204,M,N,35-55,high,HE Qualification,More than 65,EEE,Pass
21205,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21206,F,N,35-55,low,HE Qualification,0-59,EEE,Fail
21208,M,N,35-55,high,A Level or Equivalent,60-65,EEE,Fail
21211,M,N,0-35,high,Lower Than A Level,0-59,EEE,Fail
21213,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21214,M,N,35-55,high,A Level or Equivalent,0-59,EEE,Fail
21215,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Pass
21216,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21217,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21219,M,N,35-55,low,A Level or Equivalent,0-59,EEE,Pass
21220,F,N,0-35,low,Lower Than A Level,More than 65,EEE,Pass
21221,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21222,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21223,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21224,M,N,35-55,low,HE Qualification,60-65,EEE,Pass
21225,M,N,0-35,low,HE Qualification,More than 65,EEE,Pass
21226,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21227,M,Y,35-55,low,Lower Than A Level,0-59,EEE,Pass
21228,M,N,0-35,low,Lower Than A Level,0-59,EEE,Pass
21229,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21230,F,Y,0-35,high,A Level or Equivalent,60-65,EEE,Fail
21231,M,Y,0-35,low,Lower Than A Level,60-65,EEE,Fail
21233,M,N,35-55,high,A Level or Equivalent,0-59,EEE,Pass
21235,M,N,35-55,high,HE Qualification,60-65,EEE,Fail
21236,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21237,M,N,35-55,high,Post Graduate Qualification,More than 65,EEE,Fail
21238,M,Y,0-35,low,A Level or Equivalent,0-59,EEE,Pass
21239,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21240,M,N,35-55,high,HE Qualification,60-65,EEE,Pass
21241,M,N,0-35,low,Lower Than A Level,0-59,EEE,Pass
21244,M,Y,0-35,low,A Level or Equivalent,0-59,EEE,Pass
21245,M,N,35-55,high,HE Qualification,0-59,EEE,Fail
21247,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21248,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Fail
21249,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21251,M,N,0-35,high,HE Qualification,0-59,EEE,Pass
21252,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21253,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21254,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21255,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21256,M,N,0-35,low,Lower Than A Level,0-59,EEE,Fail
21257,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21258,F,N,35-55,low,A Level or Equivalent,60-65,EEE,Pass
21259,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Fail
21260,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21261,F,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21262,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21263,M,N,0-35,high,Lower Than A Level,0-59,EEE,Fail
21264,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21265,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21266,F,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21268,M,N,0-35,low,A Level or Equivalent,0-59,EEE,Pass
21269,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21270,M,N,35-55,high,A Level or Equivalent,More than 65,EEE,Pass
21272,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21275,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Pass
21276,F,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21278,M,N,0-35,low,HE Qualification,60-65,EEE,Fail
21279,F,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21280,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21282,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21284,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21285,M,N,35-55,low,Lower Than A Level,More than 65,EEE,Pass
21286,M,N,0-35,low,HE Qualification,More than 65,EEE,Fail
21288,M,Y,0-35,low,HE Qualification,0-59,EEE,Fail
21289,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Fail
21290,M,N,0-35,high,HE Qualification,60-65,EEE,Fail
21291,M,N,0-35,low,Lower Than A Level,0-59,EEE,Fail
21292,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21294,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21295,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21297,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21298,M,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21299,M,N,0-35,low,A Level or Equivalent,0-59,EEE,Pass
21300,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21301,M,N,35-55,high,Lower Than A Level,60-65,EEE,Pass
21302,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21304,F,N,0-35,low,HE Qualification,60-65,EEE,Pass
21305,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21307,M,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21309,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21310,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21311,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Fail
21312,M,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21314,M,N,0-35,low,Lower Than A Level,0-59,EEE,Pass
21316,F,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21318,M,N,35-55,high,Lower Than A Level,0-59,EEE,Fail
21319,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21322,M,Y,0-35,high,A Level or Equivalent,60-65,EEE,Fail
21323,M,N,35-55,low,Lower Than A Level,60-65,EEE,Pass
21325,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21326,F,N,0-35,high,A Level or Equivalent,More than 65,EEE,Fail
21327,M,N,0-35,high,HE Qualification,0-59,EEE,Pass
21328,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21329,M,Y,0-35,low,A Level or Equivalent,More than 65,EEE,Fail
21330,M,N,0-35,low,HE Qualification,0-59,EEE,Pass
21332,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21333,F,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21334,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21335,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21337,M,N,35-55,low,HE Qualification,60-65,EEE,Pass
21339,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21340,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21341,F,Y,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21342,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21343,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21345,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Fail
21347,M,N,35-55,low,HE Qualification,0-59,EEE,Pass
21348,F,N,0-35,low,Lower Than A Level,0-59,EEE,Pass
21349,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21350,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21352,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21355,M,Y,0-35,low,Lower Than A Level,60-65,EEE,Pass
21360,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21361,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Fail
21362,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Pass
21363,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21364,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21365,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Pass
21367,M,Y,35-55,low,HE Qualification,60-65,EEE,Fail
21368,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21369,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21370,M,N,35-55,high,Lower Than A Level,60-65,EEE,Pass
21371,M,N,35-55,high,HE Qualification,0-59,EEE,Pass
21373,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21376,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21377,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21378,M,N,35-55,high,Lower Than A Level,60-65,EEE,Fail
21379,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21381,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21382,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21383,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21384,M,N,35-55,high,Lower Than A Level,60-65,EEE,Fail
21385,F,N,35-55,high,Lower Than A Level,60-65,EEE,Fail
21386,F,N,0-35,high,Lower Than A Level,More than 65,EEE,Pass
21389,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Fail
21390,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21391,M,N,35-55,low,A Level or Equivalent,More than 65,EEE,Pass
21392,F,N,0-35,low,HE Qualification,0-59,EEE,Pass
21393,F,N,0-35,high,HE Qualification,60-65,EEE,Pass
21394,F,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21395,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21397,F,N,35-55,low,A Level or Equivalent,More than 65,EEE,Pass
21398,M,N,35-55,low,Lower Than A Level,More than 65,EEE,Pass
21399,M,N,35-55,high,Lower Than A Level,60-65,EEE,Pass
21406,M,N,55<=,high,HE Qualification,0-59,EEE,Pass
21408,M,N,0-35,high,Lower Than A Level,0-59,EEE,Fail
21409,F,N,35-55,high,A Level or Equivalent,60-65,EEE,Fail
21410,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Fail
21412,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21414,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21415,M,N,0-35,high,HE Qualification,60-65,EEE,Fail
21417,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21419,M,N,0-35,low,HE Qualification,60-65,EEE,Pass
21420,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21421,M,N,35-55,low,Lower Than A Level,60-65,EEE,Pass
21422,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21423,F,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21425,M,N,35-55,high,Lower Than A Level,0-59,EEE,Pass
21426,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21427,M,N,0-35,low,Lower Than A Level,More than 65,EEE,Pass
21428,M,Y,0-35,high,Lower Than A Level,60-65,EEE,Fail
21429,M,N,35-55,low,Post Graduate Qualification,60-65,EEE,Fail
21430,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21431,F,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21432,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Fail
21433,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21434,M,N,0-35,high,HE Qualification,60-65,EEE,Fail
21435,M,N,35-55,high,A Level or Equivalent,60-65,EEE,Pass
21436,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21437,F,N,0-35,low,HE Qualification,60-65,EEE,Pass
21438,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21439,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21440,F,N,0-35,low,Lower Than A Level,More than 65,EEE,Pass
21441,M,N,0-35,high,Lower Than A Level,0-59,EEE,Pass
21442,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21444,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21445,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Fail
21446,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21447,M,N,0-35,high,HE Qualification,0-59,EEE,Pass
21448,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21449,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Fail
21451,M,N,35-55,high,Lower Than A Level,60-65,EEE,Fail
21452,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Fail
21453,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21454,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21455,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21456,M,N,0-35,high,Post Graduate Qualification,60-65,EEE,Pass
21458,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21459,M,N,0-35,low,Lower Than A Level,More than 65,EEE,Pass
21460,F,N,35-55,high,HE Qualification,60-65,EEE,Pass
21461,M,N,0-35,low,Lower Than A Level,0-59,EEE,Fail
21463,M,Y,0-35,low,Lower Than A Level,60-65,EEE,Fail
21464,M,N,0-35,high,Lower Than A Level,More than 65,EEE,Pass
21466,M,Y,0-35,low,A Level or Equivalent,0-59,EEE,Pass
21467,M,N,35-55,high,A Level or Equivalent,0-59,EEE,Pass
21468,M,N,0-35,high,Lower Than A Level,More than 65,EEE,Fail
21469,M,N,0-35,low,Lower Than A Level,More than 65,EEE,Pass
21472,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21474,M,N,0-35,low,HE Qualification,0-59,EEE,Pass
21475,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21478,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21480,M,N,35-55,low,Lower Than A Level,More than 65,EEE,Pass
21482,M,N,0-35,high,Lower Than A Level,More than 65,EEE,Pass
21484,M,N,0-35,high,Lower Than A Level,0-59,EEE,Pass
21485,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21486,F,N,35-55,low,Lower Than A Level,More than 65,EEE,Pass
21487,M,N,0-35,high,Lower Than A Level,0-59,EEE,Pass
21488,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21490,M,N,0-35,low,HE Qualification,60-65,EEE,Pass
21493,M,N,0-35,high,Lower Than A Level,0-59,EEE,Pass
21494,M,N,0-35,high,Lower Than A Level,More than 65,EEE,Pass
21495,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21496,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21497,M,N,0-35,low,Lower Than A Level,More than 65,EEE,Pass
21498,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21499,M,N,35-55,low,HE Qualification,0-59,EEE,Fail
21501,M,N,35-55,low,A Level or Equivalent,More than 65,EEE,Pass
21502,F,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21503,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21504,M,Y,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21505,M,N,35-55,low,Lower Than A Level,60-65,EEE,Fail
21506,F,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21507,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Fail
21508,F,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21509,M,N,35-55,high,A Level or Equivalent,0-59,EEE,Pass
21510,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21512,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21513,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21514,M,N,35-55,high,A Level or Equivalent,More than 65,EEE,Pass
21515,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21517,M,N,0-35,high,Lower Than A Level,0-59,EEE,Pass
21518,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21519,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21520,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21521,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21522,M,N,35-55,high,Post Graduate Qualification,60-65,EEE,Pass
21523,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21524,M,N,35-55,high,A Level or Equivalent,60-65,EEE,Pass
21525,M,Y,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21526,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21528,M,N,35-55,high,HE Qualification,60-65,EEE,Pass
21529,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Fail
21531,M,N,0-35,high,HE Qualification,More than 65,EEE,Pass
21533,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21534,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Fail
21535,M,N,0-35,high,Lower Than A Level,More than 65,EEE,Pass
21536,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21537,F,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21538,M,N,35-55,high,A Level or Equivalent,More than 65,EEE,Pass
21540,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Fail
21541,F,N,0-35,high,HE Qualification,60-65,EEE,Pass
21542,M,N,35-55,low,No Formal quals,More than 65,EEE,Fail
21543,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21544,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21547,M,N,35-55,high,Lower Than A Level,60-65,EEE,Pass
21548,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21549,M,N,0-35,low,HE Qualification,60-65,EEE,Pass
21550,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21551,M,N,35-55,high,Lower Than A Level,More than 65,EEE,Pass
21552,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Fail
21555,M,Y,0-35,low,Lower Than A Level,60-65,EEE,Fail
21556,M,N,0-35,low,Lower Than A Level,0-59,EEE,Pass
21557,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Fail
21558,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21561,M,N,35-55,high,Lower Than A Level,60-65,EEE,Pass
21562,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Fail
21563,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21564,F,N,0-35,low,Lower Than A Level,More than 65,EEE,Fail
21565,M,N,35-55,high,A Level or Equivalent,60-65,EEE,Pass
21566,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21567,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21569,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21571,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21573,F,N,0-35,low,HE Qualification,60-65,EEE,Fail
21574,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Fail
21575,M,Y,35-55,low,HE Qualification,60-65,EEE,Pass
21576,M,N,55<=,high,Lower Than A Level,60-65,EEE,Pass
21577,M,N,0-35,low,Lower Than A Level,More than 65,EEE,Fail
21578,F,N,0-35,low,HE Qualification,60-65,EEE,Pass
21579,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21580,M,N,35-55,high,A Level or Equivalent,More than 65,EEE,Pass
21581,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21582,M,N,0-35,high,Lower Than A Level,60-65,EEE,Fail
21583,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21585,M,N,0-35,low,HE Qualification,More than 65,EEE,Fail
21586,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21588,F,N,0-35,high,Lower Than A Level,0-59,EEE,Fail
21589,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21591,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21592,F,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21594,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21595,F,Y,0-35,low,Lower Than A Level,60-65,EEE,Pass
21598,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21600,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Pass
21601,M,N,55<=,high,Lower Than A Level,60-65,EEE,Pass
21602,M,N,0-35,high,Lower Than A Level,More than 65,EEE,Pass
21605,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21607,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21610,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21611,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21612,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21613,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21614,M,N,0-35,high,Post Graduate Qualification,60-65,EEE,Pass
21617,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21618,M,N,0-35,high,Post Graduate Qualification,60-65,EEE,Pass
21620,M,N,0-35,high,HE Qualification,60-65,EEE,Pass
21621,M,N,0-35,high,HE Qualification,60-65,EEE,Fail
21623,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21624,M,Y,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21625,M,N,0-35,low,Lower Than A Level,More than 65,EEE,Fail
21626,M,N,0-35,low,Lower Than A Level,0-59,EEE,Fail
21629,M,N,35-55,low,Lower Than A Level,60-65,EEE,Fail
21630,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21631,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21632,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21633,M,N,0-35,low,Lower Than A Level,60-65,EEE,Fail
21634,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21635,M,N,0-35,low,A Level or Equivalent,More than 65,EEE,Pass
21636,M,N,35-55,low,A Level or Equivalent,60-65,EEE,Fail
21639,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Fail
21642,F,N,0-35,low,HE Qualification,60-65,EEE,Pass
21644,M,N,0-35,high,A Level or Equivalent,More than 65,EEE,Pass
21646,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21648,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21650,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21651,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21652,F,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21653,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21655,F,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21656,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21657,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21659,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21660,F,N,35-55,low,A Level or Equivalent,More than 65,EEE,Pass
21661,M,N,0-35,low,HE Qualification,60-65,EEE,Pass
21662,M,N,35-55,high,A Level or Equivalent,60-65,EEE,Pass
21663,M,N,35-55,high,Lower Than A Level,60-65,EEE,Pass
21665,M,N,35-55,high,HE Qualification,60-65,EEE,Pass
21667,M,N,0-35,high,A Level or Equivalent,0-59,EEE,Pass
21668,F,N,0-35,high,A Level or Equivalent,More than 65,EEE,Fail
21670,M,N,0-35,high,Lower Than A Level,60-65,EEE,Pass
21671,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21672,M,N,0-35,low,Lower Than A Level,60-65,EEE,Pass
21674,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21676,M,Y,0-35,low,A Level or Equivalent,60-65,EEE,Pass
21677,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21679,M,N,0-35,high,A Level or Equivalent,60-65,EEE,Pass
21680,M,N,0-35,low,A Level or Equivalent,60-65,EEE,Pass
